source_value,domain,record_count,source_code,source_name,mapping_key,concept_id,concept_name,vocabulary_id,confidence,reasoning,source_is_ndc,ndc_normalized,tool_calls,timestamp,model
"93723619","drug",274,NA,NA,NA,19079171,"ondansetron 8 MG Oral Tablet","RxNorm",1,"The source value is an NDC code that maps directly to the standard RxNorm concept for Ondansetron 8 MG Oral Tablet.",TRUE,"93723619",3,"2026-02-23T21:19:48","gpt-4o"
"85087905","drug",250,NA,NA,NA,920596,"betamethasone 4 MG/ML Injectable Solution [Celestone phosphate]","RxNorm",1,"The source value is an NDC code that directly maps to a standard RxNorm concept for the same drug formulation.",TRUE,"85087905",3,"2026-02-23T21:19:53","gpt-4o"
"16590*45730","drug",249,NA,NA,NA,739209,"sertraline 50 MG Oral Tablet","RxNorm",1,"The source value '16590*45730' is an NDC code that maps directly to the standard RxNorm concept for 'sertraline 50 MG Oral Tablet'.",TRUE,"16590045730",3,"2026-02-23T21:19:59","gpt-4o"
"115704401","drug",249,NA,NA,NA,19079220,"pentoxifylline 400 MG Extended Release Oral Tablet","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for the same drug formulation.",TRUE,"115704401",3,"2026-02-23T21:20:05","gpt-4o"
"545694720*0","drug",234,NA,NA,NA,752092,"prochlorperazine 25 MG Rectal Suppository","RxNorm",1,"The source value '545694720*0' is an NDC code that maps directly to the standard RxNorm concept for 'prochlorperazine 25 MG Rectal Suppository'.",TRUE,"54569472000",3,"2026-02-23T21:20:11","gpt-4o"
"597728840*1","drug",222,NA,NA,NA,40236481,"methylphenidate hydrochloride 5 MG Oral Tablet","RxNorm",1,"The source value '597728840*1' is an NDC code that maps directly to the standard RxNorm concept for 'methylphenidate hydrochloride 5 MG Oral Tablet'.",TRUE,"59772884001",3,"2026-02-23T21:20:17","gpt-4o"
"545695360*0","drug",222,NA,NA,NA,40164929,"metformin hydrochloride 500 MG Oral Tablet","RxNorm",1,"The source value '545695360*0' is an NDC code that maps directly to the standard RxNorm concept for 'metformin hydrochloride 500 MG Oral Tablet'.",TRUE,"54569536000",3,"2026-02-23T21:20:22","gpt-4o"
"545695972*0","drug",217,NA,NA,NA,19079220,"pentoxifylline 400 MG Extended Release Oral Tablet","RxNorm",1,"The source value '545695972*0' was identified as an NDC code for 'Pentoxifylline 400 MG Extended Release Oral Tablet', which maps directly to the standard RxNorm concept.",TRUE,"54569597200",3,"2026-02-23T21:20:28","gpt-4o"
"93067006","drug",216,NA,NA,NA,19077577,"gemfibrozil 600 MG Oral Tablet","RxNorm",1,"The source value is an NDC code that directly maps to the standard RxNorm concept for gemfibrozil 600 MG Oral Tablet.",TRUE,"93067006",3,"2026-02-23T21:20:35","gpt-4o"
"548681290*1","drug",213,NA,NA,NA,1350552,"prazosin 2 MG Oral Capsule","RxNorm",1,"The source value '548681290*1' is an NDC code that maps directly to the standard RxNorm concept for 'prazosin 2 MG Oral Capsule'.",TRUE,"54868129001",3,"2026-02-23T21:20:40","gpt-4o"
"406112101","drug",201,NA,NA,NA,40236482,"methylphenidate hydrochloride 5 MG Oral Tablet [Methylin]","RxNorm",1,"The source value is an NDC code that directly maps to a standard RxNorm concept for the same drug and dosage.",TRUE,"406112101",3,"2026-02-23T21:20:46","gpt-4o"
"85123501","drug",190,NA,NA,NA,1380068,"interferon alfa-2b","RxNorm",0.9,"The source value '00085123501' is an NDC code for a drug containing interferon alfa-2b. The search confirmed that 'interferon alfa-2b' is the standard ingredient concept in RxNorm.",TRUE,"85123501",3,"2026-02-23T21:20:52","gpt-4o"
"24059010","drug",179,NA,NA,NA,35603926,"10 ML oxaliplatin 5 MG/ML Injection [Eloxatin]","RxNorm",1,"The source value is an NDC code that directly maps to a standard RxNorm concept for the same drug formulation.",TRUE,"24059010",3,"2026-02-23T21:20:58","gpt-4o"
"944099601","drug",175,NA,NA,NA,41087862,"Antithrombin III 500 UNT Injectable Solution","RxNorm Extension",1,"The source value is an NDC code that directly maps to a standard RxNorm Extension concept for the same drug.",TRUE,"944099601",3,"2026-02-23T21:21:03","gpt-4o"
"545694538*0","drug",168,NA,NA,NA,1710617,"zidovudine 300 MG Oral Tablet","RxNorm",1,"The source value '545694538*0' is an NDC code that maps directly to the standard RxNorm concept for 'zidovudine 300 MG Oral Tablet'.",TRUE,"54569453800",3,"2026-02-23T21:21:10","gpt-4o"
"545694089*0","drug",163,NA,NA,NA,19134049,"tramadol hydrochloride 50 MG Oral Tablet [Ultram]","RxNorm",1,"The source value '545694089*0' is an NDC code that maps directly to the standard RxNorm concept for 'tramadol hydrochloride 50 MG Oral Tablet [Ultram]'.",TRUE,"54569408900",3,"2026-02-23T21:21:15","gpt-4o"
"9022501","drug",163,NA,NA,NA,998001,"clindamycin 150 MG Oral Capsule [Cleocin]","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for the same drug formulation.",TRUE,"9022501",3,"2026-02-23T21:21:24","gpt-4o"
"66336038607","drug",159,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:21:32","gpt-4o"
"39007811","drug",156,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:21:37","gpt-4o"
"545694934*0","drug",152,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:21:44","gpt-4o"
"93079301","drug",146,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:21:49","gpt-4o"
"245002711","drug",144,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:21:54","gpt-4o"
"12280006200","drug",140,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:21:59","gpt-4o"
"49999*54260","drug",130,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:22:04","gpt-4o"
"54868526009","drug",125,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:22:13","gpt-4o"
"54569571700","drug",125,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:22:17","gpt-4o"
"93715510","drug",123,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:22:24","gpt-4o"
"59148*00216","drug",123,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:22:34","gpt-4o"
"47019624","drug",119,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:22:39","gpt-4o"
"18837026190","drug",112,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:22:44","gpt-4o"
"74779361","drug",108,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:22:56","gpt-4o"
"545693841*0","drug",97,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:23:12","gpt-4o"
"545695669*0","drug",96,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:23:26","gpt-4o"
"548685782*0","drug",96,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:23:31","gpt-4o"
"517405025","drug",95,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:23:45","gpt-4o"
"7323601","drug",92,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:23:51","gpt-4o"
"7420101","drug",88,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:23:59","gpt-4o"
"58016*48900","drug",83,NA,NA,NA,40162401,"24 HR diclofenac sodium 100 MG Extended Release Oral Tablet","RxNorm",1,"The source value '58016*48900' is an NDC code that maps directly to a non-standard NDC concept, which in turn maps to the standard RxNorm concept for '24 HR diclofenac sodium 100 MG Extended Release Oral Tablet'.",TRUE,"58016048900",3,"2026-02-23T21:24:09","gpt-4o"
"173052000","drug",76,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:24:14","gpt-4o"
"54569488100","drug",73,NA,NA,NA,19079293,"pioglitazone 30 MG Oral Tablet","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for the same drug and dosage.",TRUE,"54569488100",3,"2026-02-23T21:24:24","gpt-4o"
"545693788*0","drug",58,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:24:33","gpt-4o"
"12280016315","drug",49,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:24:38","gpt-4o"
"68115074610","drug",49,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:24:43","gpt-4o"
"186115102","drug",48,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:24:48","gpt-4o"
"169643910","drug",48,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:24:53","gpt-4o"
"548685192*0","drug",48,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:25:02","gpt-4o"
"44108501","drug",43,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:25:06","gpt-4o"
"172375396","drug",42,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:25:17","gpt-4o"
"904183160","drug",41,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:25:22","gpt-4o"
"47095524","drug",41,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:25:27","gpt-4o"
"15307220","drug",39,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:25:32","gpt-4o"
"228271711","drug",38,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:25:37","gpt-4o"
"58016*28900","drug",37,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:25:47","gpt-4o"
"42549*50830","drug",37,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:25:59","gpt-4o"
"545690916*0","drug",34,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:26:04","gpt-4o"
"403077450","drug",31,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:26:08","gpt-4o"
"54868608902","drug",30,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:26:20","gpt-4o"
"10019*02518","drug",29,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:26:25","gpt-4o"
"555090401","drug",27,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:26:30","gpt-4o"
"545690347*3","drug",26,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:26:40","gpt-4o"
"63323*26801","drug",24,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:26:49","gpt-4o"
"50242*05656","drug",18,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:26:55","gpt-4o"
"61703035991","drug",17,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:27:00","gpt-4o"
"24059240","drug",17,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:27:04","gpt-4o"
"55084011612","drug",16,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:27:09","gpt-4o"
"85173302","drug",16,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:27:20","gpt-4o"
"56034208","drug",15,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:27:28","gpt-4o"
"93022001","drug",15,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:27:39","gpt-4o"
"641246045","drug",14,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:27:44","gpt-4o"
"57480042506","drug",13,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:27:52","gpt-4o"
"781311964","drug",12,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:28:06","gpt-4o"
"58063060050","drug",12,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:28:11","gpt-4o"
"53506098704","drug",12,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:28:15","gpt-4o"
"63323*16610","drug",10,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:28:20","gpt-4o"
"62086*14630","drug",9,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:28:25","gpt-4o"
"52152*34102","drug",8,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:28:36","gpt-4o"
"67544*40130","drug",8,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:28:51","gpt-4o"
"590012770","drug",8,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:28:56","gpt-4o"
"50222*34208","drug",8,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:29:01","gpt-4o"
"131326732","drug",7,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:29:05","gpt-4o"
"24430100101","drug",7,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:29:10","gpt-4o"
"5317543","drug",6,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:29:15","gpt-4o"
"55513*82310","drug",6,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:29:22","gpt-4o"
"63323*54401","drug",5,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:29:27","gpt-4o"
"44206*41501","drug",5,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:29:31","gpt-4o"
"24477*04001","drug",4,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:29:36","gpt-4o"
"55390*30405","drug",4,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:29:41","gpt-4o"
"66758*04301","drug",3,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:29:46","gpt-4o"
"781311963","drug",2,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:29:51","gpt-4o"
"35470053701","drug",2,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:29:56","gpt-4o"
"7323002","drug",2,NA,NA,NA,NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-23T21:30:01","gpt-4o"
"78053815","drug",5799,"78053815","Telbivudine","Telbivudine",NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-24T03:20:54","gpt-4o"
"78053815","drug",5799,"78053815","Telbivudine","Telbivudine",NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-24T03:23:14","gpt-4o"
"26440005","drug",3725,"26440005","Isotonic Saline (0.9%)","Isotonic Saline (0.9%)",NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-24T03:23:20","gpt-4o"
"33413005004","drug",3520,"33413005004","OMS","OMS",NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-24T03:23:25","gpt-4o"
"54569560400","drug",1507,"54569560400","HEPSERA","HEPSERA",NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-24T03:23:30","gpt-4o"
"47202252901","drug",1241,"47202252901","dexamethasone","dexamethasone",NA,"NA","NA",0,"Error: [38;5;232mHTTP 429 Too Many Requests.[39m",FALSE,"NA",0,"2026-02-24T03:23:36","gpt-4o"
"26440005","drug",3725,"26440005","Isotonic Saline (0.9%)","Isotonic Saline (0.9%)",NA,"NA","NA",0,"Error: [38;5;232mHTTP 529.[39m",FALSE,"NA",0,"2026-02-24T14:00:18","claude-sonnet-4-20250514"
"33413005004","drug",3520,"33413005004","OMS","OMS",NA,"NA","NA",0,"Error: [38;5;232mHTTP 529.[39m",FALSE,"NA",0,"2026-02-24T14:00:24","claude-sonnet-4-20250514"
"54569560400","drug",1507,"54569560400","HEPSERA","HEPSERA",NA,"NA","NA",0,"Error: [38;5;232mHTTP 529.[39m",FALSE,"NA",0,"2026-02-24T14:00:28","claude-sonnet-4-20250514"
"47202252901","drug",1241,"47202252901","dexamethasone","dexamethasone",NA,"NA","NA",0,"Error: [38;5;232mHTTP 529.[39m",FALSE,"NA",0,"2026-02-24T14:00:36","claude-sonnet-4-20250514"
"26440005","drug",3725,"26440005","Isotonic Saline (0.9%)","Isotonic Saline (0.9%)",46276153,"sodium chloride 9 MG/ML","RxNorm",0.9,"Perfect semantic match - 0.9% saline is equivalent to sodium chloride 9 mg/mL, which is the standard RxNorm representation. NDC code not found in vocabulary but drug name provides definitive match.",TRUE,"26440005",4,"2026-02-24T15:29:42","claude-sonnet-4-20250514"
"33413005004","drug",3520,"33413005004","OMS","OMS",1110410,"morphine","RxNorm",0.9,"OMS is a standard clinical abbreviation for Oral Morphine Sulfate, mapped to the morphine ingredient concept in RxNorm.",TRUE,"33413005004",6,"2026-02-24T15:30:19","claude-sonnet-4-20250514"
"54569560400","drug",1507,"54569560400","HEPSERA","HEPSERA",40168221,"adefovir dipivoxil 10 MG Oral Tablet [Hepsera]","RxNorm",0.9,"Exact brand name match for HEPSERA found in RxNorm vocabulary, representing adefovir dipivoxil 10 MG oral tablet branded formulation.",TRUE,"54569560400",6,"2026-02-24T15:31:55","claude-sonnet-4-20250514"
"47202252901","drug",1241,"47202252901","dexamethasone","dexamethasone",1518254,"dexamethasone","RxNorm",0.9,"Exact match found for dexamethasone as RxNorm ingredient concept. NDC code not found in vocabulary, but drug name provides definitive mapping.",TRUE,"47202252901",4,"2026-02-24T15:32:52","claude-sonnet-4-20250514"
"93063201","drug",1067,"93063201","valproic acid","valproic acid",745466,"valproate","RxNorm",0.9,"Strong semantic match - valproic acid maps to the standard RxNorm ingredient 'valproate', which is the correct standard term for this anticonvulsant medication.",TRUE,"93063201",4,"2026-02-24T15:33:36","claude-sonnet-4-20250514"
"54569547900","drug",1045,"54569547900","EPIVIR","EPIVIR",1704183,"lamivudine","RxNorm",0.9,"EPIVIR is the brand name for lamivudine, an antiretroviral drug. The ingredient-level RxNorm concept is the preferred standard mapping.",TRUE,"54569547900",5,"2026-02-24T15:34:51","claude-sonnet-4-20250514"
"38779214905","drug",569,"38779214905","phenytoin","phenytoin",740910,"phenytoin","RxNorm",0.9,"Exact match found for phenytoin as RxNorm Ingredient concept, which is the standard representation for this antiepileptic drug. NDC code not found in vocabulary but drug name matches perfectly.",TRUE,"38779214905",3,"2026-02-24T15:35:36","claude-sonnet-4-20250514"
"10754085801","drug",556,"10754085801","prednisone","prednisone",1551099,"prednisone","RxNorm",0.9,"Exact match found for prednisone as RxNorm ingredient concept. NDC code not found in vocabulary, but drug name provides definitive mapping.",TRUE,"10754085801",4,"2026-02-24T15:36:18","claude-sonnet-4-20250514"
"13613023004","drug",531,"13613023004","ULTRALYTIC","ULTRALYTIC",19079854,"urea 200 MG/ML [Ultralytic]","RxNorm",0.8,"Found exact brand name match for ULTRALYTIC as a urea-containing topical product in RxNorm, though the specific NDC code was not found in OMOP vocabulary.",TRUE,"13613023004",5,"2026-02-24T15:36:59","claude-sonnet-4-20250514"
"53258011913","drug",527,"53258011913","dimenhydrinate","dimenhydrinate",928744,"dimenhydrinate","RxNorm",0.9,"Exact match found for drug name 'dimenhydrinate' to standard RxNorm ingredient concept, though NDC code was not found in vocabulary.",TRUE,"53258011913",3,"2026-02-24T15:37:29","claude-sonnet-4-20250514"
"349844010","drug",285,"349844010","Hydrochlorothiazide","Hydrochlorothiazide",974166,"hydrochlorothiazide","RxNorm",0.9,"Exact match found for hydrochlorothiazide as RxNorm ingredient-level standard concept. NDC code not found in vocabulary but drug name provides definitive mapping.",TRUE,"349844010",3,"2026-02-24T15:45:47","claude-sonnet-4-20250514"
"51309022720","drug",256,"51309022720","azathioprine","azathioprine",19014878,"azathioprine","RxNorm",0.9,"Exact match found for azathioprine as RxNorm ingredient-level standard concept. NDC code not found in vocabulary but drug name mapping is definitive.",TRUE,"51309022720",4,"2026-02-24T15:46:13","claude-sonnet-4-20250514"
"5024005121","drug",253,"5024005121","rituximab","rituximab",1314273,"rituximab","RxNorm",0.9,"Perfect semantic match for drug name 'rituximab' to standard RxNorm ingredient concept, though NDC code could not be verified.",TRUE,"5024005121",3,"2026-02-24T15:46:34","claude-sonnet-4-20250514"
"182101601","drug",214,"182101601","sulfasalazine","sulfasalazine",964339,"sulfasalazine","RxNorm",0.9,"Exact match found for sulfasalazine as RxNorm ingredient concept. NDC code not found in vocabulary but drug name matches perfectly.",TRUE,"182101601",3,"2026-02-24T15:46:53","claude-sonnet-4-20250514"
"39007811","drug",116,"39007811","Trental","Trental",19035628,"pentoxifylline 400 MG Extended Release Oral Tablet [Trental]","RxNorm",1,"Exact NDC code match that maps to standard RxNorm concept, with drug name 'Trental' perfectly matching the branded drug concept.",TRUE,"39007811",3,"2026-02-24T15:47:17","claude-sonnet-4-20250514"
"245002711","drug",114,"245002711","Pentoxil","Pentoxil",1331277,"pentoxifylline 400 MG Extended Release Oral Tablet [Pentoxil]","RxNorm",1,"Exact NDC code match (00245002711) maps to standard RxNorm concept that perfectly matches the provided drug name 'Pentoxil'.",TRUE,"245002711",3,"2026-02-24T15:47:40","claude-sonnet-4-20250514"
"93079301","drug",104,"93079301","Nicardipine","Nicardipine",40165080,"nicardipine hydrochloride 20 MG Oral Capsule","RxNorm",1,"Exact NDC code match (00093079301) verified against drug name 'Nicardipine' - both confirm the same 20 MG oral capsule formulation.",TRUE,"93079301",4,"2026-02-24T15:48:04","claude-sonnet-4-20250514"
"66336038607","drug",103,"66336038607","LEVAQUIN","LEVAQUIN",1742258,"levofloxacin 500 MG Oral Tablet [Levaquin]","RxNorm",1,"Exact NDC code match confirmed by drug name - both NDC 66336038607 and name 'LEVAQUIN' map to the same standard RxNorm concept.",TRUE,"66336038607",3,"2026-02-24T15:48:27","claude-sonnet-4-20250514"
"54868526009","drug",96,"54868526009","XELODA","XELODA",1337644,"capecitabine 500 MG Oral Tablet [Xeloda]","RxNorm",1,"Exact NDC code match confirmed against drug name - both NDC 54868526009 and name 'XELODA' correspond to the same capecitabine 500 MG tablet concept.",TRUE,"54868526009",3,"2026-02-24T15:48:43","claude-sonnet-4-20250514"
"49999*54260","drug",96,"49999*54260","Pentoxifylline","Pentoxifylline",19079220,"pentoxifylline 400 MG Extended Release Oral Tablet","RxNorm",1,"Exact NDC code match that maps to standard RxNorm concept, perfectly confirmed by the drug name Pentoxifylline.",TRUE,"49999054260",3,"2026-02-24T15:49:09","claude-sonnet-4-20250514"
"54569571700","drug",96,"54569571700","Oxaliplatin","Oxaliplatin",1318011,"oxaliplatin","RxNorm",0.9,"Exact match found for drug name 'Oxaliplatin' to standard RxNorm ingredient concept, though NDC code was not found in vocabulary.",TRUE,"54569571700",4,"2026-02-24T15:56:00","claude-sonnet-4-20250514"
